contradiction_id,experiment_id,category,statement,source_a,source_b,resolution,impact
C0052,team_a_current:EXP-035,missing_evidence_or_provenance_gap,No SHA-bound leaderboard result was found for the submission.,experiments/team_a_current/exp_035_mix9_seq_slot.md,"[""OOF components and clip289 submission exist"",""artifacts/MIX9_lofo.json"",""artifacts/oof_SEQ-AVG3*.npz"",""artifacts/oof_SEQ-AVG3.npz"",""artifacts/report_SEQ-AVG3.json"",""artifacts/ztest_SEQ-01.npy"",""artifacts/ztest_SEQ-C289-S43.npy"",""artifacts/ztest_SEQ-C289-S44.npy"",""research/strategies/results/MIX9/lofo_mix.py"",""submissions/submission_SEQAVG3_clip289_mix.csv (sha256 da644a35ca247f6ef1a11bbf601d17515ddebf63674650f441fb9dada3389b7c)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0053,team_a_current:EXP-036,comparability_warning,"The successful score belongs to an ETX+SEQ mixture, not to standalone ETX; those numbers must not be conflated.",experiments/team_a_current/exp_036_etx_sparse_event_transformer.md,"[""ETX OOF/test model references exist"",""artifacts/ETX1_lofo.json"",""artifacts/curve_ETX-01-S42-V1016.json"",""artifacts/model_ETX-01-S42*.pt"",""artifacts/oof_ETX-01-S42*.npz"",""artifacts/ztest_ETX-01-S42*.npy"",""research/strategies/results/ETX1/cost_V1016.csv"",""research/strategies/results/ETX1/fold_V1016.csv""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0054,team_a_current:EXP-036,audit_caveat,No confirmed unique submission or SHA-bound LB event was found for EXP036.,experiments/team_a_current/exp_036_etx_sparse_event_transformer.md,"[""ETX OOF/test model references exist"",""artifacts/ETX1_lofo.json"",""artifacts/curve_ETX-01-S42-V1016.json"",""artifacts/model_ETX-01-S42*.pt"",""artifacts/oof_ETX-01-S42*.npz"",""artifacts/ztest_ETX-01-S42*.npy"",""research/strategies/results/ETX1/cost_V1016.csv"",""research/strategies/results/ETX1/fold_V1016.csv""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0055,team_a_current:EXP-037,contradiction_or_documented_tension,"The later exact replay differs from the original fixed-table wCV by about 2.0e-10, consistent with serialization/numeric precision rather than a material result.",experiments/team_a_current/exp_037_etx_avg3_strongest.md,"[""OOF/test components and submission exist; SHA prefix abc221 recorded"",""artifacts/ETX2_lofo.json"",""artifacts/oof_ETX-AVG3*.npz"",""artifacts/oof_ETX-AVG3.npz"",""artifacts/oof_SEQ-AVG3*.npz"",""artifacts/report_ETX-AVG3.json"",""artifacts/ztest_ETX-01-S42-DCW.npy"",""artifacts/ztest_ETX-01-S43-DCW.npy"",""artifacts/ztest_ETX-01-S44-DCW.npy"",""research/strategies/results/ETX2/regime_pairs.csv"",""research/strategies/results/ETX2/summary.csv"",""submissions/submission_STRONGEST_CURRENT.csv (sha256 abc2218b1a3d55d41121b7b5a22db7e95ffd45283b42ff0006c5e6e731e04bda)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0056,team_a_current:EXP-037,missing_evidence_or_provenance_gap,No SHA-bound LB evidence was found in this strategy-results evidence set.,experiments/team_a_current/exp_037_etx_avg3_strongest.md,"[""OOF/test components and submission exist; SHA prefix abc221 recorded"",""artifacts/ETX2_lofo.json"",""artifacts/oof_ETX-AVG3*.npz"",""artifacts/oof_ETX-AVG3.npz"",""artifacts/oof_SEQ-AVG3*.npz"",""artifacts/report_ETX-AVG3.json"",""artifacts/ztest_ETX-01-S42-DCW.npy"",""artifacts/ztest_ETX-01-S43-DCW.npy"",""artifacts/ztest_ETX-01-S44-DCW.npy"",""research/strategies/results/ETX2/regime_pairs.csv"",""research/strategies/results/ETX2/summary.csv"",""submissions/submission_STRONGEST_CURRENT.csv (sha256 abc2218b1a3d55d41121b7b5a22db7e95ffd45283b42ff0006c5e6e731e04bda)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0057,team_a_current:EXP-038,audit_caveat,The attractive BUYCTRL-vs-BASE delta is not the causal FUNNEL-vs-BUYCTRL contrast.,experiments/team_a_current/exp_038_fnl_future_funnel.md,"[""artifacts/curve_FNL-*.json"",""artifacts/curve_FNL-BUYCTRL-L30-S42-V1016.json"",""artifacts/fnl_FNL-*.npz"",""artifacts/model_FNL-*.pt"",""artifacts/oof_FNL-*.npz"",""research/strategies/results/FNL1/aux_auc.csv"",""research/strategies/results/FNL1/diversity.csv"",""research/strategies/results/FNL1/folds.csv"",""single-fold paired checkpoints/metrics exist""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0058,team_a_current:EXP-038,contradiction_or_documented_tension,"BASE-R2 differs from BASE by +0.000333, exposing run noise at the same order as several arm differences.",experiments/team_a_current/exp_038_fnl_future_funnel.md,"[""artifacts/curve_FNL-*.json"",""artifacts/curve_FNL-BUYCTRL-L30-S42-V1016.json"",""artifacts/fnl_FNL-*.npz"",""artifacts/model_FNL-*.pt"",""artifacts/oof_FNL-*.npz"",""research/strategies/results/FNL1/aux_auc.csv"",""research/strategies/results/FNL1/diversity.csv"",""research/strategies/results/FNL1/folds.csv"",""single-fold paired checkpoints/metrics exist""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0059,team_a_current:EXP-041,contradiction_or_documented_tension,local REJECT coexists with submitted/LB artifact by documented override,experiments/team_a_current/exp_041_ridge15.md,"[""Ridge OOF/test and submission exist"",""research/strategies/results/RIDGE15/blend_summary.csv"",""research/strategies/results/RIDGE15/config.json"",""research/strategies/results/RIDGE15/folds.csv"",""research/strategies/results/RIDGE15/lambda_curve.csv"",""research/strategies/results/RIDGE15/summary.json"",""src/ridge15.py"",""submissions/submission_RIDGE15.csv (sha256 4f2f4c65ebc1568be78ffaea011996919e98da4ba5beffd0ec83efb9bcfe9397)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0060,team_a_current:EXP-041,audit_caveat,"A submission was explicitly produced after REJECT. It is an artifact/LB probe, not a validated promotion.",experiments/team_a_current/exp_041_ridge15.md,"[""Ridge OOF/test and submission exist"",""research/strategies/results/RIDGE15/blend_summary.csv"",""research/strategies/results/RIDGE15/config.json"",""research/strategies/results/RIDGE15/folds.csv"",""research/strategies/results/RIDGE15/lambda_curve.csv"",""research/strategies/results/RIDGE15/summary.json"",""src/ridge15.py"",""submissions/submission_RIDGE15.csv (sha256 4f2f4c65ebc1568be78ffaea011996919e98da4ba5beffd0ec83efb9bcfe9397)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0061,team_a_current:EXP-041,missing_evidence_or_provenance_gap,No SHA-bound LB result was found.,experiments/team_a_current/exp_041_ridge15.md,"[""Ridge OOF/test and submission exist"",""research/strategies/results/RIDGE15/blend_summary.csv"",""research/strategies/results/RIDGE15/config.json"",""research/strategies/results/RIDGE15/folds.csv"",""research/strategies/results/RIDGE15/lambda_curve.csv"",""research/strategies/results/RIDGE15/summary.json"",""src/ridge15.py"",""submissions/submission_RIDGE15.csv (sha256 4f2f4c65ebc1568be78ffaea011996919e98da4ba5beffd0ec83efb9bcfe9397)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0062,team_a_current:EXP-042,contradiction_or_documented_tension,local REJECT and submission/LB coexist by explicit post-reject override,experiments/team_a_current/exp_042_zero2d_shrink.md,"[""research/strategies/results/ZERO2D_SHRINK/controls.csv"",""research/strategies/results/ZERO2D_SHRINK/nested_lofo.csv"",""research/strategies/results/ZERO2D_SHRINK/production_summary.json"",""research/strategies/results/ZERO2D_SHRINK/summary.json"",""research/strategies/results/ZERO2D_SHRINK/zero2d_cells.csv"",""src/zero2d_shrink.py"",""submission exists; rebuilt p0 artifact differs from historical p0"",""submissions/submission_ZERO2D_SHRINK.csv (sha256 9f1cf32671fb18291659b61da232244d370f7c9af2e0cf9d8aebf9eba406d461)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0063,team_a_current:EXP-042,audit_caveat,Submission creation explicitly overrode REJECT.,experiments/team_a_current/exp_042_zero2d_shrink.md,"[""research/strategies/results/ZERO2D_SHRINK/controls.csv"",""research/strategies/results/ZERO2D_SHRINK/nested_lofo.csv"",""research/strategies/results/ZERO2D_SHRINK/production_summary.json"",""research/strategies/results/ZERO2D_SHRINK/summary.json"",""research/strategies/results/ZERO2D_SHRINK/zero2d_cells.csv"",""src/zero2d_shrink.py"",""submission exists; rebuilt p0 artifact differs from historical p0"",""submissions/submission_ZERO2D_SHRINK.csv (sha256 9f1cf32671fb18291659b61da232244d370f7c9af2e0cf9d8aebf9eba406d461)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0064,team_a_current:EXP-042,audit_caveat,"The production audit says the DIST test reference was not reproduced (mean absolute dz 0.044532; correlation 0.999191), weakening exact lineage of the forced submission.",experiments/team_a_current/exp_042_zero2d_shrink.md,"[""research/strategies/results/ZERO2D_SHRINK/controls.csv"",""research/strategies/results/ZERO2D_SHRINK/nested_lofo.csv"",""research/strategies/results/ZERO2D_SHRINK/production_summary.json"",""research/strategies/results/ZERO2D_SHRINK/summary.json"",""research/strategies/results/ZERO2D_SHRINK/zero2d_cells.csv"",""src/zero2d_shrink.py"",""submission exists; rebuilt p0 artifact differs from historical p0"",""submissions/submission_ZERO2D_SHRINK.csv (sha256 9f1cf32671fb18291659b61da232244d370f7c9af2e0cf9d8aebf9eba406d461)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0065,team_a_current:EXP-042,missing_evidence_or_provenance_gap,No SHA-bound LB result was found.,experiments/team_a_current/exp_042_zero2d_shrink.md,"[""research/strategies/results/ZERO2D_SHRINK/controls.csv"",""research/strategies/results/ZERO2D_SHRINK/nested_lofo.csv"",""research/strategies/results/ZERO2D_SHRINK/production_summary.json"",""research/strategies/results/ZERO2D_SHRINK/summary.json"",""research/strategies/results/ZERO2D_SHRINK/zero2d_cells.csv"",""src/zero2d_shrink.py"",""submission exists; rebuilt p0 artifact differs from historical p0"",""submissions/submission_ZERO2D_SHRINK.csv (sha256 9f1cf32671fb18291659b61da232244d370f7c9af2e0cf9d8aebf9eba406d461)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0066,team_a_current:EXP-043,audit_caveat,"No pre-continuation score using the same deterministic endpoint is recorded, so delta-to-baseline is incomparable.",experiments/team_a_current/exp_043_det_pair.md,"[""artifacts/DET_PAIR/comparison.json"",""artifacts/DET_PAIR/materialized_plan.json"",""artifacts/DET_PAIR/materialized_plan.npz"",""artifacts/DET_PAIR/run*/snapshot_step_*.pt"",""artifacts/DET_PAIR/run1/result.json"",""artifacts/DET_PAIR/run1/z_raw.npy"",""artifacts/DET_PAIR/run2/result.json"",""artifacts/DET_PAIR/run2/z_raw.npy"",""paired run metrics/checkpoints referenced"",""src/det_pair.py""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0067,team_a_current:EXP-044,audit_caveat,"The stored primary effect is a paired one-fold seed mean, not a four-fold CV delta.",experiments/team_a_current/exp_044_fresh_conditional_ft.md,"[""artifacts/FRESH_COND_FT_EXP044/analysis.json"",""artifacts/FRESH_COND_FT_EXP044/arms/**/result.json"",""artifacts/FRESH_COND_FT_EXP044/baselines/**/result.json"",""artifacts/FRESH_COND_FT_EXP044/plans/*.npz"",""artifacts/FRESH_COND_FT_EXP044/seed_summary.csv"",""artifacts/FRESH_COND_FT_EXP044/segment_summary.csv"",""paired seed checkpoints/metrics referenced"",""src/fresh_cond_ft.py""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0068,team_a_current:EXP-045,audit_caveat,"The mean cv field is a descriptive mean of three one-fold BUYTRUE calibrated scores, not project wCV.",experiments/team_a_current/exp_045_buyctrl_det.md,"[""artifacts/BUYCTRL_DET_EXP045/**/result.json"",""artifacts/BUYCTRL_DET_EXP045/**/z_raw.npy"",""artifacts/BUYCTRL_DET_EXP045/analysis.json"",""artifacts/BUYCTRL_DET_EXP045/plans/*.npz"",""artifacts/BUYCTRL_DET_EXP045/plans/buyctrl_s42.json"",""artifacts/BUYCTRL_DET_EXP045/plans/buyctrl_s43.json"",""artifacts/BUYCTRL_DET_EXP045/plans/buyctrl_s44.json"",""paired control checkpoints/metrics referenced"",""src/buyctrl_det.py""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0069,team_a_current:EXP-047,audit_caveat,Fixed-weight and nested deltas answer different questions and must not be mixed.,experiments/team_a_current/exp_047_btyd_day_bgnbd_residual.md,"[""OOF artifact and hash recorded"",""artifacts/BTYD_DAY_BGNBD_EXP047_V2/*.npz"",""research/strategies/results/BTYD_DAY_BGNBD/artifact_manifest.json"",""research/strategies/results/BTYD_DAY_BGNBD/fit_parameters.csv"",""research/strategies/results/BTYD_DAY_BGNBD/monetary_parameters.csv"",""research/strategies/results/BTYD_DAY_BGNBD/nested_lofo.csv"",""research/strategies/results/BTYD_DAY_BGNBD/summary.json"",""src/btyd_day_bgnbd.py""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0070,team_a_current:EXP-048,audit_caveat,methodological issue corrected by EXP-049,experiments/team_a_current/exp_048_selection_mismatch_cv.md,"[""627-style OOF inventory subset referenced; k=0 support missing"",""research/strategies/results/SELMATCH_EXP048/audit_manifest.json"",""research/strategies/results/SELMATCH_EXP048/bootstrap.csv"",""research/strategies/results/SELMATCH_EXP048/matched_support.csv"",""research/strategies/results/SELMATCH_EXP048/rankings.csv"",""research/strategies/results/SELMATCH_EXP048/selection_penalties.csv"",""research/strategies/results/SELMATCH_EXP048/selection_rows.npz"",""research/strategies/results/SELMATCH_EXP048/summary.json""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0071,team_a_current:EXP-048,audit_caveat,The initial penalty comparison is methodologically incomparable; EXP049 explicitly corrects the same-fold issue.,experiments/team_a_current/exp_048_selection_mismatch_cv.md,"[""627-style OOF inventory subset referenced; k=0 support missing"",""research/strategies/results/SELMATCH_EXP048/audit_manifest.json"",""research/strategies/results/SELMATCH_EXP048/bootstrap.csv"",""research/strategies/results/SELMATCH_EXP048/matched_support.csv"",""research/strategies/results/SELMATCH_EXP048/rankings.csv"",""research/strategies/results/SELMATCH_EXP048/selection_penalties.csv"",""research/strategies/results/SELMATCH_EXP048/selection_rows.npz"",""research/strategies/results/SELMATCH_EXP048/summary.json""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0072,team_a_current:EXP-049,contradiction_or_documented_tension,corrects EXP-048 estimand/table mismatch,experiments/team_a_current/exp_049_selection_mismatch_production_followup.md,"[""OOF components exist; exact production ztest BTYD/FRESH/recipe support missing"",""research/strategies/results/SELMATCH_EXP049/bootstrap.csv"",""research/strategies/results/SELMATCH_EXP049/diagnostic_distributions.npz"",""research/strategies/results/SELMATCH_EXP049/missing_k0_sensitivity.csv"",""research/strategies/results/SELMATCH_EXP049/production_audit.json"",""research/strategies/results/SELMATCH_EXP049/same_fold_results.csv"",""research/strategies/results/SELMATCH_EXP049/summary.json""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0073,team_a_current:EXP-049,audit_caveat,This is a three-fold result and cannot be directly compared with four-fold project wCV.,experiments/team_a_current/exp_049_selection_mismatch_production_followup.md,"[""OOF components exist; exact production ztest BTYD/FRESH/recipe support missing"",""research/strategies/results/SELMATCH_EXP049/bootstrap.csv"",""research/strategies/results/SELMATCH_EXP049/diagnostic_distributions.npz"",""research/strategies/results/SELMATCH_EXP049/missing_k0_sensitivity.csv"",""research/strategies/results/SELMATCH_EXP049/production_audit.json"",""research/strategies/results/SELMATCH_EXP049/same_fold_results.csv"",""research/strategies/results/SELMATCH_EXP049/summary.json""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0074,team_a_current:EXP-050,contradiction_or_documented_tension,"later resolution, not contradiction",experiments/team_a_current/exp_050_btyd05_production_resolution.md,"[""FRESH exact test encoder missing; BG/NBD fit diagnostics present"",""research/strategies/results/BTYD05_PROD_EXP050/fresh_parity_audit.json"",""research/strategies/results/BTYD05_PROD_EXP050/production_support.json"",""research/strategies/results/BTYD05_PROD_EXP050/summary.json"",""src/btyd05_production.py""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0075,team_a_current:EXP-050,audit_caveat,"No production BTYD prediction, FRESH head weights, or submission was produced.",experiments/team_a_current/exp_050_btyd05_production_resolution.md,"[""FRESH exact test encoder missing; BG/NBD fit diagnostics present"",""research/strategies/results/BTYD05_PROD_EXP050/fresh_parity_audit.json"",""research/strategies/results/BTYD05_PROD_EXP050/production_support.json"",""research/strategies/results/BTYD05_PROD_EXP050/summary.json"",""src/btyd05_production.py""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0076,team_a_current:EXP-051,audit_caveat,"summary_oof.json says verdict REJECT and PROMOTE_TO_PRODUCTION_EXPERIMENT=NO, while production support says PASS and a submission was created.",experiments/team_a_current/exp_051_btyd_stable_production.md,"[""OOF/test BG/NBD components and submission exist; SHA prefix c3cf recorded"",""artifacts/BTYD_STABLE_EXP051/*.npz"",""research/strategies/results/BTYD_STABLE_EXP051/artifact_manifest.json"",""research/strategies/results/BTYD_STABLE_EXP051/production_support.json"",""research/strategies/results/BTYD_STABLE_EXP051/submission_verification.json"",""research/strategies/results/BTYD_STABLE_EXP051/summary_oof.json"",""src/btyd_exp051.py"",""src/btyd_stable_fit.py"",""submissions/submission_BTYD05.csv (sha256 c3cfb4d90f50ceff8f5d8f8aaca072664966fb91018eb0a3fa01195dc38c2932)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0077,team_a_current:EXP-051,audit_caveat,"The fixed 0.05 submission uses the more favorable fixed delta, not the nested primary delta.",experiments/team_a_current/exp_051_btyd_stable_production.md,"[""OOF/test BG/NBD components and submission exist; SHA prefix c3cf recorded"",""artifacts/BTYD_STABLE_EXP051/*.npz"",""research/strategies/results/BTYD_STABLE_EXP051/artifact_manifest.json"",""research/strategies/results/BTYD_STABLE_EXP051/production_support.json"",""research/strategies/results/BTYD_STABLE_EXP051/submission_verification.json"",""research/strategies/results/BTYD_STABLE_EXP051/summary_oof.json"",""src/btyd_exp051.py"",""src/btyd_stable_fit.py"",""submissions/submission_BTYD05.csv (sha256 c3cfb4d90f50ceff8f5d8f8aaca072664966fb91018eb0a3fa01195dc38c2932)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0078,team_a_current:EXP-051,missing_evidence_or_provenance_gap,No SHA-bound LB result was found.,experiments/team_a_current/exp_051_btyd_stable_production.md,"[""OOF/test BG/NBD components and submission exist; SHA prefix c3cf recorded"",""artifacts/BTYD_STABLE_EXP051/*.npz"",""research/strategies/results/BTYD_STABLE_EXP051/artifact_manifest.json"",""research/strategies/results/BTYD_STABLE_EXP051/production_support.json"",""research/strategies/results/BTYD_STABLE_EXP051/submission_verification.json"",""research/strategies/results/BTYD_STABLE_EXP051/summary_oof.json"",""src/btyd_exp051.py"",""src/btyd_stable_fit.py"",""submissions/submission_BTYD05.csv (sha256 c3cfb4d90f50ceff8f5d8f8aaca072664966fb91018eb0a3fa01195dc38c2932)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0079,team_a_current:EXP-052,audit_caveat,The large oracle delta must not be reported as model CV.,experiments/team_a_current/exp_052_channel_shapley_split.md,"[""probe metrics referenced"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_oracle_lofo.json"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_pilot_model_manifest.json"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_standalone_and_residual.json"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_summary.json"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_target_identity_audit.json"",""src/channel_shapley_split.py""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0080,team_a_current:EXP-052,contradiction_or_documented_tension,"Preflight GO and final REJECT are sequential stage results, not contradictory verdicts.",experiments/team_a_current/exp_052_channel_shapley_split.md,"[""probe metrics referenced"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_oracle_lofo.json"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_pilot_model_manifest.json"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_standalone_and_residual.json"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_summary.json"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_target_identity_audit.json"",""src/channel_shapley_split.py""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0081,team_a_current:EXP-054,audit_caveat,"Current ETX code treats n_tok=192 as 192 history slots plus query, while the candidate specification described 191 history plus query; no neural pilot ran, so this discrepancy did not affect the measured endpoint.",experiments/team_a_current/exp_054_burst_gap_etx.md,"[""artifacts/BURST_GAP_EXP054/"",""preflight metrics referenced"",""research/strategies/results/BURST_GAP_EXP054/novelty_correlations.csv"",""research/strategies/results/BURST_GAP_EXP054/recipient_half_metrics.csv"",""research/strategies/results/BURST_GAP_EXP054/residual_scale_selection.csv"",""research/strategies/results/BURST_GAP_EXP054/structural_statistics.csv"",""src/burst_gap_etx.py""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0082,team_a_current:EXP-058,audit_caveat,Standalone real-vs-permutation and final-slot real-vs-permutation have opposite signs; these are different assembly metrics and must not be merged.,experiments/team_a_current/exp_058_dataset_fingerprint.md,"[""artifacts/FINGERPRINT_EXP058/*.txt"",""artifacts/FINGERPRINT_EXP058/FINGERPRINT_EXP058_PERM-FP.npz"",""artifacts/FINGERPRINT_EXP058/FINGERPRINT_EXP058_REAL-FP.npz"",""probe OOF metrics referenced"",""research/strategies/results/FINGERPRINT_EXP058/integrity_summary.json"",""research/strategies/results/FINGERPRINT_EXP058/model_manifest.json"",""research/strategies/results/FINGERPRINT_EXP058/summary.json"",""src/dataset_fingerprint.py""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0083,team_a_current:EXP-059,audit_caveat,A submission exists without a machine-recorded final validation verdict beyond informational_only.,experiments/team_a_current/exp_059_seq65_temporal_heavy.md,"[""research/strategies/results/SEQ65_TEMPORAL_HEAVY/build_submission.py"",""research/strategies/results/SEQ65_TEMPORAL_HEAVY/diagnostics.json"",""submission exists; SHA prefix 33c6 recorded"",""submissions/submission_SEQ65_TEMPORAL_HEAVY.csv (sha256 33c6a4e70dbc0d061508c8179e3b820ffa00829d134d802fc0767ac3f4b69248)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0084,team_a_current:EXP-059,missing_evidence_or_provenance_gap,No SHA-bound LB result was found.,experiments/team_a_current/exp_059_seq65_temporal_heavy.md,"[""research/strategies/results/SEQ65_TEMPORAL_HEAVY/build_submission.py"",""research/strategies/results/SEQ65_TEMPORAL_HEAVY/diagnostics.json"",""submission exists; SHA prefix 33c6 recorded"",""submissions/submission_SEQ65_TEMPORAL_HEAVY.csv (sha256 33c6a4e70dbc0d061508c8179e3b820ffa00829d134d802fc0767ac3f4b69248)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0085,team_a_current:EXP-060,audit_caveat,No CV or SHA-bound LB result exists in the audited evidence.,experiments/team_a_current/exp_060_level_minus_006.md,"[""artifacts/LEVEL_MINUS_006_EXP060/diagnostics.json"",""research/strategies/results/LEVEL_MINUS_006_EXP060/build_level_minus_006.mjs"",""submission exists; SHA prefix 1b40 recorded"",""submissions/submission_LEVEL_MINUS_006.csv (sha256 1b40f67d119d0dcc4798a4da5612707b8d44f1dfe3fa20b28c28b836c2c8c0f1)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0086,independent_anniversary:EXP-058,audit_caveat,numeric ID collides with team_a_current EXP-058 dataset-fingerprint report but is semantically unrelated,experiments/independent_anniversary/exp_058_exact_anniversary.md,"[""9 direct experiment artifacts plus report/code/tests; baseline parity and verdict machine JSON registered""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0087,team_a_current:EXP-065,audit_caveat,Candidate B inherits a fixed-weight metric from exp051 whose nested primary verdict was REJECT.,experiments/team_a_current/exp_065_final_integration.md,"[""both exact submissions exist; SHA prefixes abc221 and c3cf recorded"",""research/strategies/results/FINAL_INTEGRATION_EXP065/component_pairwise_regime.csv"",""research/strategies/results/FINAL_INTEGRATION_EXP065/manifest.json"",""src/final_integration.py"",""submissions/FINAL_20260825_A1/candidate_A_STRONGEST_CURRENT.csv"",""submissions/FINAL_20260825_A1/candidate_B_BTYD05_HEDGE.csv""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0088,team_a_current:EXP-066,audit_caveat,The machine summary cites a forbidden README as the documented recipe. That assertion was not used as factual evidence here; later component CSV/manifests in exp067 independently establish the test recipe.,experiments/team_a_current/exp_066_latest_delta_compatibility.md,"[""627 NPZ and 83 parquet inspected; canonical latest OOF absent"",""research/strategies/results/LATEST_DELTA_COMPAT_EXP066_A1/fixed_curves.csv"",""research/strategies/results/LATEST_DELTA_COMPAT_EXP066_A1/nested_lofo.csv"",""research/strategies/results/LATEST_DELTA_COMPAT_EXP066_A1/oof_candidates marker referenced by summary"",""research/strategies/results/LATEST_DELTA_COMPAT_EXP066_A1/summary.json"",""research/strategies/results/LATEST_DELTA_COMPAT_EXP066_A1/test_regime.json""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
