experiment_id,namespace,local_id,canonical_name,family_inferred,date_reported,hypothesis_reported,change_reported,facts_reported,interpretation_reported,config_reported,cv_candidate,delta_candidate,lb_candidate,runtime_candidate,verdict_reported,source_ref,source_path,clean_evidence_path,sha256,evidence_tier
team_a_current:exp_052,team_a_current,exp_052,exp_052 — CHANNEL-SHAPLEY-SPLIT,train_example_construction,2026-08-24,"Две единственные monetary heads по Shapley-вкладам Search/Catalog могут дать полезную residual-форму для `STRONGEST_CURRENT`. Architecture-matched control сохраняет две модели и полный target `z`, но перемешивает contribution share внутри `train cutoff × total-z decile`.",На неизменной матрице `S1-E10` (227 колонок) обучены только `E[phi_s|X]` и `E[phi_c|X]`; causal estimand — `d=z_real-z_shuf` внутри residual `STRONGEST_CURRENT`.,"Standalone calibrated RMSLE на 10-16:

| Predictor | RMSLE | Offset |
|---|---:|---:|
| `STRONGEST_CURRENT` | 1.741278566 | -0.035387154 |
| `z_real` | 1.745762114 | -0.049024383 |
| `z_shuf` | 1.744496418 | -0.045770824 |

`REAL-SHUF = +0.001265695`: настоящая composition хуже matched shuffled control. AUC(y>0) `0.843774 / 0.844040`; positive RMSLE `1.675410 / 1.673788`; zero RMSLE `1.851677 / 1.850917` (REAL/SHUF).

Two-sided residual:

- selected alpha A→B / B→A: `0 / 0`; recipient deltas: `0 / 0`; primary delta к `STRONGEST_CURRENT`: `0`.
- Fixed alpha deltas `[0,.25,.50,1]`: `0 / +0.000275456 / +0.000940531 / +0.003437483`.
- `corr(d,residual)` на halves: `-0.002727 / -0.003458`; `Var(d)=0.010861`, `max|d|=1.711200`, mean `d=0.003246`.
- Pearson/Spearman `z_real` vs STRONGEST: `0.997053 / 0.997099`; residual correlation `0.997654`. После final fold calibration выигрыша нет; level-shift explanation не проходит.","**REJECT.** Pre-flight подтвердил наличие composition signal, но pilot causal control его не перенёс: REAL хуже SHUF, обе честные directions выбрали `alpha=0`, residual alignment имеет отрицательный знак, а вся positive alpha curve ухудшает метрику. `PROMOTE_TO_FULL_FOLDS = NO`; full folds, test inference, public LB и submission не запускались. Не спасать bins, seeds, rounds, alpha grid, targets или segment gates.",unknown,unknown,0.000275456,unknown,709.605,reject,WORKTREE,experiments/exp_052_channel_shapley_split.md,experiments/team_a_current/exp_052_channel_shapley_split.md,56cadd87b98c8ba45078504b91da8b10d320978f18a9cfc01f372a40a1109399,7_primary_experiment_report
team_a_current:exp_053,team_a_current,exp_053,exp_053 — RESIDUAL SIGNAL DISCOVERY,production_integration_and_provenance,2026-08-24,"В residual `STRONGEST_CURRENT` может оставаться cutoff-safe сигнал, достаточный для улучшения RMSLE не менее чем на 0.001. Проверяем это без новых base-моделей: через semantic ETX/SEQ gate и прямую residual correction, обученные только на сохранённых OOF и существующих признаках.",Добавлен artifact-only audit и два заранее фиксированных CPU probe с two-sided temporal/user cross-fit; production prediction не менялся.,"- Alignment/reconstruction: PASS, 770616 строк; folds 188518/191025/193694/197379; exact `(cutoff,user_id)`; `STRONGEST_CURRENT` 1.766883357 / 1.760509577 / 1.748629224 / 1.741278566, wCV 1.747509863.
- Oracle headroom: ETX-vs-SEQ +0.020172 wCV; seed-null +0.031483; semantic excess −0.011311; best-existing-member +0.037524. Raw row oracle целиком объясняется seed-selection noise и не является actionable.
- Cutoff-safe predictability на untouched 10-16: winner AUC 0.526759, weighted AUC 0.513530 (shuffle 0.488625 / 0.501694); continuous advantage Pearson −0.000003 (shuffle 0.002143). Seed-winner controls близки к chance.
- Bounded gate: RMSLE 1.741278566 → 1.741272147, Δ −0.000006419; halves −0.000009044 / −0.000003812; shuffled Δ +0.000001454. Gain только в `y=0` (−0.0000959), при `y>0` +0.0000562.
- Signed residual probe: donor-only scale selection выбрал 0 в обеих directions; combined Δ −2.3e−10, identical shuffled control.
- Residual map: устойчивые, но слабые signed axes — buy-day rate / purchase cadence, conversion `cart→order`, long-vs-recent activity and neural-vs-tabular disagreement; максимальный Pearson 0.0259, и на 10-16 он снижается до 0.0170.
- CV mean: baseline mean 1.754325181; основной wCV 1.747509863 (лучший на момент: `exp_037`, 1.747509863).
- LB: не отправляли; test inference и submission не запускались.","**NONE.** Ни gate, ни signed-residual correction не достигают даже порога WEAK −0.0003; semantic oracle меньше seed-null на 0.011311, а residual scale честно схлопнулся в 0. Ensemble design не оставляет cutoff-safe gain ≥0.001 и не объясняет gap 0.005. Ветку probe/gating закрыть без tuning; следующий representation bet только как отдельная будущая гипотеза: **BURST-STATE REPRESENTATION — activity episodes + explicit inactivity gaps + regime transitions**.","Artifact-only; 227 existing cutoff-safe state columns + 34 fixed disagreement columns; LightGBM CPU `num_leaves=31`, `min_data_in_leaf=2000`, `learning_rate=0.03`, 200 rounds, no early stopping, `feature_fraction=0.8`, `bagging_fraction=0.8`, `bagging_freq=1`, `lambda_l2=20`, `max_bin=63`, row-wise, seed 42 from `config.py`. Donor folds 09-04/09-18/10-02, untouched recipient 10-16, `splitmix64(user_id)&1`; residual scales 0/.25/.50/1 chosen donor-only. Full LOFO not run because late gate failed. Primary runtime 592.5 s; analysis-only hash replay PASS; 37 focused/regression tests PASS.

Artifacts: `research/strategies/results/RESIDUAL_SIGNAL_DISCOVERY/` and `artifacts/RESDISC_053/`.",unknown,1.454e-06,unknown,unknown,unknown,WORKTREE,experiments/exp_053_residual_signal_discovery.md,experiments/team_a_current/exp_053_residual_signal_discovery.md,18be89bbca356dad6bf033229e062979ec25a2adac30c80f87b0e4532a601a72,7_primary_experiment_report
team_a_current:exp_054,team_a_current,exp_054,exp_054 — BURST-GAP-ETX: activity episodes and inactivity transitions,neural_sequence_models,2026-08-24,"Явные activity bursts, gaps и transitions могут содержать purchase-occurrence signal, который теряется в отдельных event-day токенах ETX и плотных calendar-day ячейках TCN. Эксперимент audit-gated: до GPU допускается только фиксированный threshold-3 CPU probe против matched joint shuffle.","Добавлен изолированный cutoff-safe BURST/GAP tokenizer и 12 фиксированных episode summaries; архитектура/target/loss не запускались, потому что CPU gate провален.","- Exact baseline audit: PASS; `STRONGEST_CURRENT` fold 10-16 = **1.741278566**, wCV **1.747509863**.
- Structural novelty: PASS; overflow **0%**; лучший mid-activity `P(y>0)` spread **0.01998** при требуемых 0.03.
- REAL/SHUFFLED signed-residual probe: donor scales **0/0** у обоих; late delta **0.000000**, REAL−SHUFFLED **0.000000**; обе recipient halves — tie.
- Activity AUC REAL/SHUFFLED = **0.847581 / 0.847560**, gain **+0.000021** при требуемых +0.002.
- CV mean: CPU endpoint не является новой моделью; текущий лучший остаётся `exp_037`, wCV **1.747509863**.
- LB: не отправляли; GPU, test inference и submission не запускались.","**NO_GO_PREFLIGHT.** Episode summaries частично новы относительно state, но их residual/occurrence signal полностью совпадает с matched SHUFFLED control, а donor-only scale схлопывается в ноль. Exact threshold-3 BURST/GAP route закрыт без tuning; neural pilot запрещён собственным гейтом.","Фолды 2025-09-04/09-18/10-02/10-16; fixed burst threshold 3; base EXP-053 COMBINED 261 колонка + 12 episode summaries; LightGBM leaves 31, min leaf 2000, lr .03, 200 rounds, feature/bagging .8, L2 20, max_bin 63; scales 0/.25/.50/1; split `splitmix64(user_id)&1`; seed 42 из `config.py`. Полный отчёт: `research/strategies/results/BURST_GAP_EXP054/REPORT.md`.",unknown,unknown,unknown,unknown,unknown,WORKTREE,experiments/exp_054_burst_gap_etx.md,experiments/team_a_current/exp_054_burst_gap_etx.md,ce5e1565e6a1bd4c0cc2fe79865b932d850e2e3ece47710de6d98be0f236e17a,7_primary_experiment_report
team_a_current:exp_055,team_a_current,exp_055,exp_055 — retrospective landmark outcome memory,train_example_construction,2026-08-24,"Cutoff-safe последовательность прошлых пар `historical state → realized next-30d GMV`
может содержать информацию для текущего direct-прогноза, которой нет в
`STRONGEST-CURRENT`. Главный причинный контроль — та же landmark representation,
но с outcome, детерминированно перемешанными между пользователями внутри
`query cutoff × lag × donor-only past30-GMV decile`.

Raw same-user correlation `corr(z_T,z_{T+60})=0.4980` восстановлена как факт N9 из
`research/strategy_NN_report.md` и `research/strategy_NN_1.md` (также процитирована
в `exp_024`). Это autocorrelation сырого target, а не evidence incremental utility.","Новые isolated runner/tests и cutoff-safe landmark caches: 16 фиксированных лагов
`30,45,...,255`, 20 numeric fields, QUERY с zero/masked outcome, REAL и matched
SHUFFLED outcome; shared feature/config/validation code не менялся.","- CV по фолдам кандидата: не запускался — CPU gate закрыт.
- Baseline wCV: `1.747509863` (лучший на момент: `exp_037`,
  `STRONGEST-CURRENT 1.74751`).
- Pilot: **не запускался**, status `PROHIBITED_BY_PREFLIGHT`.
- GPU/full folds/test inference/public LB/submission: **не запускались**.
- CPU runtime: `861.26 s`.
- Tests: `25 passed` focused и `142 passed` adjacent non-slow regression suite;
  analysis-only replay canonical hashes: **PASS**.","**NO_GO_PREFLIGHT; PROMOTE_TO_FULL_FOLDS=NO.** Исторические outcomes сильно
коррелируют с текущим target на raw/conditional axes, но не дают измеримой
incremental correction поверх `STRONGEST-CURRENT`; REAL не отделяется от SHUFFLED.
Не спасать эту exact ветку sweep-ом stride/window/lags, state vector, shuffle strata,
probe scales или architecture.","- Landmarks: 16, stride 15, lags 30..255; state/outcome windows по 30 дней.
- Probe: LightGBM regression_l1, 200 rounds, 31 leaves, min leaf 2000,
  lr .03, feature/bagging .8, lambda_l2 20, max_bin 63, seed 42.
- Preregistered neural contract (CPU hash only): ETX d128, 5 blocks, 8 heads,
  head_dim16, FFN384, dropout .1, direct head, 4 epochs; identical REAL/SHUF model,
  optimizer, batch and LR hashes. Neural training не разрешён gate-ом.",1.747509863,unknown,unknown,861.26,unknown,WORKTREE,experiments/exp_055_landmark_memory_etx.md,experiments/team_a_current/exp_055_landmark_memory_etx.md,d8d812e7ea9b210b289c960019e59ca38a3cc9feb5a0e09b65cd1ef47a24485c,7_primary_experiment_report
team_a_current:exp_056,team_a_current,exp_056,exp_056 — LATE-UNLABELED-ETX-ADAPT,neural_sequence_models,2026-08-24,"Поздние неразмеченные input histories имеют заметный temporal/domain mismatch относительно supervised-era ETX. Если дообучить exact saved `ETX-01-S42-V0904` encoder на masked reconstruction позднего коридора, сохраняя frozen direct head и одинаковый clean direct rehearsal, то `LATE-SSL` должен улучшить прогноз относительно причинного контроля `CONTROL-CLEANSSL`.",Один paired input-only adaptation epoch: на каждом optimizer step одинаковый clean direct batch плюс masked reconstruction 15% реальных event tokens; arms отличаются только source dates неразмеченной истории.,unknown,"**REJECT; `PROMOTE_TO_FULL_FOLDS=NO`.** Поздний input-only reconstruction учит источник и обнаруживает реальный domain shift, но causal `LATE−CONTROL` после калибровки хуже, обе fixed user halves неправильного знака, fixed slot хуже, clean rehearsal деградирует, а embedding MMD не уменьшается. Не повторять эту exact one-epoch masked-reconstruction ветку и не спасать её sweep по mask/lambda/epoch/head.","ETX `d_model=128`, 5 blocks, 8 heads, head dim 16, FFN 384, dropout 0.10; batch/chunk 512/128; AdamW `lr=1.5e-3`, `wd=1e-2`, warmup 500, `lambda_ssl=0.25`, SmoothL1 с fixed per-channel constant normalization, grad clip 1.0, bf16/TF32/eager, workers=1, deterministic CUDA, seed 42. На 8 GB GPU два loss terms накоплены отдельными backward до общего clip/optimizer step, чтобы не держать две ETX graphs одновременно; batch/objective/RNG contract не менялся.

Артефакты и подробные таблицы: `research/strategies/results/LATE_SSL_EXP056/`.",unknown,unknown,unknown,unknown,reject,WORKTREE,experiments/exp_056_late_unlabeled_etx.md,experiments/team_a_current/exp_056_late_unlabeled_etx.md,ed0c541c16e467fc262af4319c6c374fbef70a88c3de5691d1246ac971f8a513,7_primary_experiment_report
team_a_current:exp_057,team_a_current,exp_057,EXP-057 — PRODUCTION-STATE-REWEIGHT,production_integration_and_provenance,2026-08-24,"Production UNC обучается на миллионах перекрывающихся исторических состояний, тогда как production представляет один поздний state каждого пользователя. Проверяем, улучшает ли target-free covariate-shift weighting фиксированный UNC-слот; causal contrast — настоящие STATE-MATCH weights против тех же весов, совместно перемешанных внутри заранее заданных state-страт.","Только веса train-строк исторического `S1-E02`; строки, порядок, 236 признаков, direct `log1p`, LightGBM, seed 42, 600 rounds и вес UNC-слота 0.20 зафиксированы.",unknown,"**REJECT; full folds/test/LB/submission NO.** Primary causal effect **+0.000002324**, `MATCHED_SLOT−STRONGEST = +0.000016169`, одна user half ухудшается, а standalone STATE_MATCH хуже и UNIFORM, и SHUFFLED. Support хороший (ESS 79.3%, tiny-stratum dominance false), поэтому отрицательный вывод объясняется отсутствием utility exact reweighting-схемы, а не collapse весов.

Не продолжать exact production-state reweighting через новые semantic subsets, domain-model tuning, clipping, shuffle bins, rounds/seeds или segment gates. Результат не переносить на supervised weighting или другую validation design.","- UNC: historical `S1-E02`, `L=None`, `min_history=90`, `train_blocks=1`, 24 train cutoff'а, 3-block validation, 236 features, direct `log1p`, LightGBM 600 rounds, seed 42 из `config.py`.
- Domain model: LightGBM binary, 31 leaves, min leaf 2000, lr .03, 200 rounds, feature/bagging .8, L2 20, seed 42; equal source/target class mass; two-sided user cross-fit.
- Execution: CPU only. B/C обучались изолированными subprocesses и собирали matrix по одному cutoff'у для снижения peak RAM; causal recipe и hashes строк/матрицы/config не менялись.
- Methodological deviation: отдельный worktree не создавался, потому что experiment зависит от workspace-local ignored data/cache и production artifacts. Изоляция обеспечена уникальными EXP057 paths; shared `STATE.md`, `HISTORY.md` и `experiments/log.csv` изменены только после завершения анализа.
- Не запускались full folds, CAP/DIST weighting, test/public inference, LB или submission.",unknown,unknown,unknown,unknown,reject,WORKTREE,experiments/exp_057_production_state_reweight.md,experiments/team_a_current/exp_057_production_state_reweight.md,d6627351e1dfd680c2a7b13ba5dceeeb6fce94d6ba10ba750fc17cb70920daa1,7_primary_experiment_report
team_a_current:exp_058,team_a_current,exp_058,exp_058 — DATASET-FINGERPRINT / USER-IDENTITY AUDIT,production_integration_and_provenance,2026-08-24,"Стабильные свойства выгрузки и идентичности пользователя — ранг/биты `user_id`, календарное покрытие, квартальные числа строк, row-group membership и история прохождения production-панелей — могут содержать воспроизводимый сигнал, которого нет в 227 признаках `S1-E10`. Полезность должна проявиться не просто против базы, а против одного фиксированного совместного PERM-контроля, сохраняющего incidence и маргинальные распределения на каждой модельной панели.","К точному `UNC`-рецепту `EXP-046` добавлены 15 из 30 заранее объявленных cutoff-safe fingerprint-признаков; сравниваются две строго парные модели `REAL-FP` и `PERM-FP`, отличающиеся только соответствием этих 15 значений пользователю.","| Вариант | RMSLE cal | AUC(y>0) | mean z | offset |
|---|---:|---:|---:|---:|
| BASE UNC, exact replay | 1.745131674 | 0.842916896 | 2.695462435 | −0.064018326 |
| PERM-FP | 1.745029349 | 0.842972933 | 2.680118658 | −0.048667622 |
| REAL-FP | 1.744899577 | 0.843082592 | 2.676275993 | −0.044786544 |
| STRONGEST | 1.741278566 | 0.844315263 | 2.666906284 | −0.035387154 |
| STRONGEST + PERM slot | **1.741185002** | **0.844346843** | 2.663837529 | −0.032318399 |
| STRONGEST + REAL slot | 1.741256049 | 0.844334398 | 2.663068995 | −0.031549866 |

Ключевые парные дельты:

- standalone `REAL−PERM = −0.000129771` — ниже рабочего порога и частично level-effect;
- в целевом слоте `REAL−PERM = +0.000071048`: настоящий fingerprint **хуже контроля**;
- `REAL slot−STRONGEST = −0.000022517`: практически execution noise;
- `ΔAUC REAL−PERM = +0.000109659`, residual alignment corr `0.003507`;
- zero RMSLE `−0.000122291`, но positive RMSLE `+0.000206437` — механизм не согласован с общим улучшением;
- hash-half 0/1: `REAL−PERM = +0.000068771 / +0.000073307`; обе половины проигрывают контролю;
- средняя standalone `Δz = −0.003843` снимается калибровкой, то есть отдельного полезного shape-сигнала не видно.

Когортные срезы не дали стабильного gate: по first-observed-month улучшились 5/8 когорт с диапазоном примерно `−0.00065..+0.00115`; по 256 rank buckets — 109/256. Fingerprint-поля получили только **0.6596%** суммарного gain; нет одного подозрительного поля. Top shares внутри fingerprint gain: `panel1_pass_count` 17.61%, `uid_bits_low16` 17.61%, `uid_rank_frac` 16.00%, `rows_q0` 13.15%. Spearman gain-importance REAL/PERM: 0.978 по всем и 0.879 только по fingerprints.

- CV по фолдам: полный 4-fold CV **не запускался** согласно stop-rule; дешёвый pilot только `2025-10-16`.
- LB: **не отправляли**, public LB не использовался.
- Test inference / submission: **не запускались и не создавались**.","**REJECT.** REAL не проходит заранее заданный барьер `−0.0003`, проигрывает корректному PERM-контролю в сильнейшем слоте, проигрывает ему в обеих hash-halves и ухудшает positive-сегмент. Поэтому не запускать full folds, CatBoost, tuning, test inference или submission и не спасать эту exact fingerprint-ветку подбором subsets/buckets/hash-представлений.","- модель: LightGBM direct, `rounds=600`, без early stopping;
- параметры и seed — точный `UNC` из `EXP-046`, seed **42** из `src/config.py`;
- train cutoff'ы: 24 даты `2025-04-03..2025-09-11`, шаг 7; `train_blocks=1`, validation `2025-10-16`, `panel_blocks=3`, `L=None`, `norm_long=False`;
- 4 955 174 train-строк, 197 379 validation-строк; 236 base + 15 fingerprint = 251 колонка;
- BASE — исторический `UNC` exact replay: строки, target и prediction совпали; B/C имеют одинаковые row/target/feature-order hashes;
- сильнейший slot: фиксированная замена `UNC` с весом 0.20 внутри `STRONGEST_CURRENT`.",unknown,0.000109659,unknown,unknown,reject,WORKTREE,experiments/exp_058_dataset_fingerprint.md,experiments/team_a_current/exp_058_dataset_fingerprint.md,c70259ed229a91cab7c1795f3c0244e3deaa98ed1e9a343b6647a968707ef5e0,7_primary_experiment_report
team_a_current:exp_059,team_a_current,exp_059,exp_059 — SEQ65_TEMPORAL_HEAVY,production_integration_and_provenance,2026-08-24,"Production/test regime может сильнее зависеть от temporal representation, чем clean CV,
а `STRONGEST_CURRENT` может недовзвешивать совместный ETX/SEQ slot. Проверяется один
заранее фиксированный крупный сдвиг representation balance без обучения и без подбора веса.","Только суммарный вес sequence-slot: `0.45 -> 0.65`; ETX:SEQ остаётся `50:50`, CAP — `0.10`.

```text
PURPOSE: large representation-balance LB probe
BASE: STRONGEST_CURRENT
ONLY STRUCTURAL CHANGE: sequence total weight 0.45 -> 0.65
LEVEL: held fixed at 2.3293
```

Фиксированный рецепт в log-space:

```text
0.10 CAP + 0.10 UNC + 0.15 DIST + 0.325 ETX-AVG3 + 0.325 SEQ-AVG3
```

Использованы ровно девять production arrays из immutable bundle `STRONGEST_CURRENT`:
CAP/UNC/DIST, три `SEQ-AVG3 @ clip289` и три `ETX-AVG3 @ DCW`. SHA256 всех `ztest`
совпали с manifest, все девять `uid` имеют общий SHA256 `50e5ba9…`; реконструкция
чемпиона из этих компонент совпала с его CSV с `max |delta z| = 4.97e-07`.","- Информационный fixed-recipe OOF: wCV `1.747272` против `1.747510` у
  `STRONGEST_CURRENT`, delta **−0.000238**, лучше на **4/4** фолдах
  (`−0.000345 / −0.000230 / −0.000272 / −0.000209`). Recipe по OOF не менялся.
- Production delta после level policy: `Var=0.00116180`, Pearson `0.99978233`,
  mean до нормализации `−0.01063037`, mean после `+0.00000117`,
  `max |delta z|=0.43498365`; q01/q50/q99 `−0.094284 / +0.000901 / +0.082811`.
- Level policy в точности как у чемпиона: shift `−0.12473150` доводит среднее z
  до floor до `2.329300000`; после production floor `z=max(z,0)` и CSV-roundtrip
  фактический `mean(log1p)=2.329322536` (270 нулей; у чемпиона тот же эффект).
- Создан `submissions/submission_SEQ65_TEMPORAL_HEAVY.csv`, 250 000 строк,
  schema/order/unique user PASS, NaN/inf/negative `0/0/0`, SHA256
  `33c6a4e70dbc0d061508c8179e3b820ffa00829d134d802fc0767ac3f4b69248`.
- LB: не отправляли.

Полная машинно-читаемая проверка: `research/strategies/results/SEQ65_TEMPORAL_HEAVY/diagnostics.json`.","**READY FOR MANUAL LB PROBE.** Gross implementation/local blocker отсутствует;
информационный OOF слегка лучше, но не использовался для изменения recipe.
Создан ровно один кандидат; соседние веса не строились, файл автоматически не отправлялся.","Без обучения и без seed. Воспроизведение одной командой на чистом наборе production
arrays: `python research/strategies/results/SEQ65_TEMPORAL_HEAVY/build_submission.py`.",unknown,unknown,unknown,unknown,unknown,WORKTREE,experiments/exp_059_seq65_temporal_heavy.md,experiments/team_a_current/exp_059_seq65_temporal_heavy.md,64f71f00a879e4ddaa7dc0a93c01d7ffca35bc2548a20cb90b174955629f857d,7_primary_experiment_report
team_a_current:exp_060,team_a_current,exp_060,exp_060 — LEVEL_MINUS_006,production_integration_and_provenance,2026-08-24,"Production target начинается сразу после гарантированной activity-selection
области, поэтому test population может иметь больше lapse/zero behavior, чем
CV-панель. Один крупный фиксированный global shift проверяет, завышен ли текущий
production GMV level, без обучения и последовательного LB-tuning.","Единственное изменение: `pred = max(expm1(log1p(pred_STRONGEST_CURRENT) - 0.06), 0)`.","- CV по фолдам: не запускался; диагностический artifact-only experiment.
- CV mean: не применимо.
- LB: не отправляли.","**PREPARED, NOT UPLOADED.** Фиксированный production-level probe собран и
проверен; дальнейшие offset-файлы и подбор по LB запрещены протоколом.","```text
node research/strategies/results/LEVEL_MINUS_006_EXP060/build_level_minus_006.mjs
```

Обучение и seed не используются. Единственный параметр — заранее фиксированный
`SHIFT = 0.06` в log-space.",unknown,unknown,unknown,unknown,unknown,WORKTREE,experiments/exp_060_level_minus_006.md,experiments/team_a_current/exp_060_level_minus_006.md,92e12cf48ec3be233f18c9b7d4486c73fd0dcf85160a32ea8197f2b2de0ed02a,7_primary_experiment_report
team_a_current:exp_061,team_a_current,exp_061,exp_061 — OPEN-FUNNEL unresolved intent preflight,ensembles_and_stacking,2026-08-25,"Search/Cart activity strictly after a user's last positive-GMV day measures unresolved purchase intent and should explain signed residuals of exact `STRONGEST-CURRENT`, especially for low-buy and stale-buy users. The full frozen Hypothesis Card was written before results to `research/strategies/results/OPEN_FUNNEL_EXP061/HYPOTHESIS_CARD.md`.","The baseline predictions and all ensemble weights were unchanged. Fourteen opt-in, cutoff-safe columns were added through `build_features(cutoff)`: Search/Cart days, volumes, no-order days, overlap, oldest ages and spans within the last 90 days but strictly after the last purchase. An identical probe with the 14 columns jointly shuffled inside 392--396 fixed baseline-state strata was the control.","- Exact base fold RMSLE: `1.766883356 / 1.760509577 / 1.748629224 / 1.741278566`; wCV `1.747509862`.
- REAL fold deltas: `0 / 0 / 0 / 0`; nested two-sided `Delta wCV = 0`.
- SHUFFLED fold deltas: `0 / 0 / 0 / 0`; REAL-SHUFFLED `= 0`.
- CONTROL_ONLY is also exactly zero. Every one of the 24 donor-side scale selections (3 arms x 4 folds x 2 sides) chose frozen `scale=0`.
- Raw feature/residual correlations reached about `|r|=0.0223`, but none survived controls and cross-user prediction. LOW_BUY90 and REC_BUY_GT30 also received zero correction on both halves.
- Runtime `~50.9 s` CPU, four LightGBM threads. GPU/full model/test inference/LB/submission were not run.","**REJECT.** The temporal state is real enough to correlate marginally with residuals, but provides no usable incremental correction over the baseline state. The frozen success gate fails maximally: 0/4, latest fold zero, REAL-SHUFFLED zero and scales zero on both recipient halves. Do not rescue this exact family with windows, thresholds, probe learner or scale tuning.

Information gain: aggregate recencies/counts and the champion already absorb the useful part of post-purchase Search/Cart state; the remaining marginal correlation is conditional redundancy.",unknown,unknown,unknown,unknown,unknown,reject,WORKTREE,experiments/exp_061_open_funnel.md,experiments/team_a_current/exp_061_open_funnel.md,cd7272b1a4dd8438e17d1eba9dee6944b005cc168224e699a9d6172f39f2d537,7_primary_experiment_report
team_a_current:exp_062,team_a_current,exp_062,exp_062 — PLATFORM-DETREND,temporal_and_calendar,2026-08-25,"Активность пользователя относительно наблюдаемого в тот же день platform-wide режима несёт новый сигнал, которого нет в персональных оконных агрегатах. Cutoff-safe 30/90-дневные Search/Cart/Order/GMV суммы, нормированные на интенсивность текущей панели, должны объяснить остаток `STRONGEST-CURRENT` лучше matched date-shuffled placebo.","Через opt-in `build_features(cutoff_date, platform_detrend_source=...)` добавлены 10 новых колонок `pd_*_rel`; существующие признаки и exact exp_037 baseline не менялись.","- CV по фолдам REAL: 1.766883356 / 1.760509577 / 1.748629224 / 1.741278566; дельты к базе `0 / 0 / 0 / 0`.
- wCV REAL / PLACEBO / CONTROL_ONLY: 1.747509862 / 1.747509862 / 1.747509862; `Delta wCV = 0`, REAL−PLACEBO `0`.
- Все две-sided donor→recipient проверки на обеих user-halves и всех четырёх folds выбрали scale `0`; segment gains также `0`.
- LB: не отправляли.","**REJECT.** Leakage, current-panel selection, alignment и factor-marginal audits прошли; placebo меняет 95.56% date alignments при совпадении marginal factors до `1.4e-15`. Однако learner не использует ни REAL, ни placebo признаки: platform-relative activity условно избыточна с чемпионом. Full model/test/LB не запускать и не спасать factor/window/bin/model tuning в этой exact family.","CPU preflight, seed 42 из `src/config.py`; exact aligned exp_037 OOF (SHA256 `40aa9719...0ed0a`); 10 новых признаков, 11 fixed controls, LightGBM residual 120 rounds, `num_leaves=15`, `min_data_in_leaf=1000`, `lambda_l2=50`, scales `0/0.25/0.5/0.75/1`, splitmix64 user 4-way + two-sided scale; cutoff 2025-09-04/09-18/10-02/10-16. Полный frozen protocol: `research/strategies/results/PLATFORM_DETREND_EXP062/HYPOTHESIS_CARD.md`; results SHA256 `15154f3f...ba7e`.",unknown,unknown,unknown,unknown,reject,WORKTREE,experiments/exp_062_platform_detrend.md,experiments/team_a_current/exp_062_platform_detrend.md,30bf9dd12ef1ce229e6f6ad1510a670ab128bff6ec8c50b394ec997d5a8b4421,7_primary_experiment_report
team_a_current:exp_063,team_a_current,exp_063,exp_063 — OCCURRENCE-REVISIT,neural_sequence_models,2026-08-25,"Существующий two-part `S1-E11` (вероятность покупки × conditional positive GMV) может быть комплементарен exact ETX+SEQ чемпиону, хотя старый `exp_016` измерял его только против более слабой смеси. Artifact-only nested LOFO против exp_037 с same-feature direct `S1-E10` контролем должен отделить реальную occurrence-информацию от выигрыша на слабой базе/public-LB calibration.",Только log-space member `z(alpha)=(1-alpha)·z_exp037+alpha·z_E11` на заранее фиксированной сетке `0/.025/.05/.075/.10/.15/.20`; модели и признаки не переобучались.,"- Nested E11 дельты: `+0.0000677 / +0.0000641 / −0.0000096 / 0`; wCV **+0.0000105**, 1/4, latest `0`.
- Held-out alpha E11: `.075/.075/.05/0`; E10 direct control: `0/0/0/0`, nested delta `0`.
- Лучший fixed E11 alpha `.05`: лишь **−0.0000098** wCV; ниже noise floor примерно в 50 раз.
- Standalone residual corr E11 vs champion `0.997894`; `Var(E11−strong)=0.01300`.
- LB: не отправляли; test audit/submission не запускались.","**REJECT.** Exact alignment/target/finiteness/base-replay audits прошли, но frozen gates провалены: latest выбирает ноль, всего 1/4, nested delta неправильного знака и E11 не отделяется от direct control. Direct occurrence-member integration закрыта; не спасать соседними весами, retraining, segment gates или public-LB calibration.","Seed/model training отсутствуют; exact 770,616-row aligned OOF SHA256 `40aa9719...0ed0a`; `oof_S1-E11.npz` SHA256 `39f566b4...0c44`, `oof_S1-E10.npz` `b4e43277...0f5c`; canonical folds 2025-09-04/09-18/10-02/10-16 and weights 1:2:4:8. Runner `python src/occurrence_revisit.py`; frozen protocol and results in `research/strategies/results/OCCURRENCE_REVISIT_EXP063/`.",unknown,unknown,unknown,unknown,reject,WORKTREE,experiments/exp_063_occurrence_revisit.md,experiments/team_a_current/exp_063_occurrence_revisit.md,3e177837670156062d75bc0e480b3d41539e7d83cefa92dbe796ce02e7062277,7_primary_experiment_report
