file_model_submission,kind,exists,purpose,target,features,train_cutoffs,validation,test_inference,dependencies,reproducibility,status,leaderboard_score,rows,sha256
submissions/exp_010_logens_wrec055_scale100.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.6568415196348911,250000.0,984f569b46469e44302b38c694f1cf8da5275e80e0d80b3abb61f95e6c226213
submissions/exp_010_logens_wrec055_scale101.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.6564975604437144,250000.0,be345ec9f196aef5ee9526ba06c452b243ded5a496329122d3f72cf7614f5528
submissions/exp_011_dense8_logens_scale100.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.661242797071839,250000.0,a15df1077c431cf0337c0d2f226f8fa198ca8352222621508199a4d5153166bb
submissions/exp_011_dense8_logens_scale120.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.6549097093483665,250000.0,76bbecd0022c2ea717696a9918e389dc71a9cfe6b1ac9f499faa0025c55e029d
submissions/exp_011_dense8_logens_scale140.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.6598855449125254,250000.0,3ef65e44c0881c195563019d07065096d2a9f557a3466533e10e0b088854eec0
submissions/exp_013_dense8_logens_scale127.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.6557083162306878,250000.0,55fd4f915d941454aeb92bb00c960ddb67f01ddf3b668be0ad8e763829137c02
submissions/exp_013_dense8_logens_scale130.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.656279619331512,250000.0,52a9b7ad598d34d0013cf92b62a0d80f88571baa5c273b7bda3f557ee745d393
submissions/exp_015_dense8_logens_wrec0525_scale120.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.654929901858313,250000.0,3882292ed34a873f1f4e99cf9d18ac0b0aaaed79656d0ffc515ae6633cf680da
submissions/exp_016_post_order_wrec050_scale120.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.6547788658437297,250000.0,85dce8e0db3cbfe44fb090cfae44b8f57e52f40707314834158281fd8930a252
submissions/exp_017_dist_post_order_wrec050_scale120.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.6546318190731422,250000.0,9d8e15f416f86538cb92a85a944d3c2ed3fd8344c371502e1c90d857cd38ec8b
submissions/exp_019_behavior_v1_dist_wrec050_scale120.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.654502353530087,250000.0,854925cf9a78a937a503b75e9c9d0c2e043ff7e62a351b445c4fbadad8e83837
submissions/exp_020_behavior_v1_slim_dist_wrec050_scale120.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.6547357224929944,250000.0,206d657fb28e514a1dde91414b0667da5fe8ad6d550c0cd0a8424d85bd82c73f
team-b/submissions/exp_018_catboost_blend_wcat020_scale120.csv,submission,False,claimed generated Team-B candidate,raw GMV,per experiment,claimed 2025-08-28..2025-10-16,claimed two-fold OOT,claimed TEST cutoff 2026-02-14,missing CSV,cannot test byte parity; exact original vector absent,MISSING,,,
team-b/submissions/exp_021_blend_e19_e18_9010_level_e19.csv,submission,False,claimed generated Team-B candidate,raw GMV,per experiment,claimed 2025-08-28..2025-10-16,claimed two-fold OOT,claimed TEST cutoff 2026-02-14,missing CSV,cannot test byte parity; exact original vector absent,MISSING,,,
team-b/submissions/exp_022_model_blend_rec040_post015_beh045_level_e19.csv,submission,False,claimed generated Team-B candidate,raw GMV,per experiment,claimed 2025-08-28..2025-10-16,claimed two-fold OOT,claimed TEST cutoff 2026-02-14,missing CSV,cannot test byte parity; exact original vector absent,MISSING,,,
team-b/submissions/exp_023_xgb_blend_rec030_post010_beh030_xgb030_level_e19.csv,submission,False,claimed generated Team-B candidate,raw GMV,per experiment,claimed 2025-08-28..2025-10-16,claimed two-fold OOT,claimed TEST cutoff 2026-02-14,missing CSV,cannot test byte parity; exact original vector absent,MISSING,,,
team-b/submissions/exp_024_cat_xgb_blend_rec025_post010_beh020_xgb025_cat020_scale120.csv,submission,False,claimed generated Team-B candidate,raw GMV,per experiment,claimed 2025-08-28..2025-10-16,claimed two-fold OOT,claimed TEST cutoff 2026-02-14,missing CSV,cannot test byte parity; exact original vector absent,MISSING,,,
team-b/submissions/exp_024_cat_xgb_blend_rec025_post010_beh020_xgb025_cat020_level_e19.csv,submission,False,claimed generated Team-B candidate,raw GMV,per experiment,claimed 2025-08-28..2025-10-16,claimed two-fold OOT,claimed TEST cutoff 2026-02-14,missing CSV,cannot test byte parity; exact original vector absent,MISSING,,,
